seed,pair,strategy,device,n_train_examples,n_test_sentences,learned_bleurt,meprs_avg_bleurt,best_baseline_bleurt,oracle_bleurt,learned_minus_meprs,learned_minus_best_baseline,learned_top1_rate,learned_selected_counts_json
2,en-he,tear,cuda,15000,200,86.80796813964844,87.28578186035156,84.5760498046875,87.46580505371094,-0.477813720703125,2.2319183349609375,0.74,"{""C3"": 56, ""C35"": 65, ""G35"": 18, ""G4o"": 51, ""GP"": 10}"
2,en-ru,it,cuda,15000,200,80.57130432128906,81.28279113769531,78.98091125488281,81.75302124023438,-0.71148681640625,1.59039306640625,0.75,"{""C3"": 62, ""C35"": 94, ""G35"": 2, ""G4o"": 38, ""GP"": 4}"
2,en-ru,tear,cuda,15000,200,81.73855590820312,82.64553833007812,79.02670288085938,82.9068832397461,-0.906982421875,2.71185302734375,0.665,"{""C3"": 76, ""C35"": 62, ""G35"": 25, ""G4o"": 34, ""GP"": 3}"
2,en-zh,it,cuda,15000,200,70.53997802734375,71.33824920654297,69.1702880859375,71.58246612548828,-0.7982711791992188,1.36968994140625,0.755,"{""C3"": 57, ""C35"": 106, ""G35"": 2, ""G4o"": 31, ""GP"": 4}"
2,en-zh,tear,cuda,15000,200,71.82997131347656,72.86324310302734,70.03533935546875,73.16810607910156,-1.0332717895507812,1.7946319580078125,0.61,"{""C3"": 78, ""C35"": 52, ""G35"": 21, ""G4o"": 44, ""GP"": 5}"
2,he-en,it,cuda,15000,200,81.5827407836914,82.06734466552734,79.02647399902344,82.27359008789062,-0.4846038818359375,2.5562667846679688,0.745,"{""C3"": 56, ""C35"": 81, ""G35"": 14, ""G4o"": 41, ""GP"": 8}"
2,he-en,tear,cuda,15000,200,81.44667053222656,82.19093322753906,78.04129028320312,82.33609008789062,-0.7442626953125,3.4053802490234375,0.735,"{""C3"": 72, ""C35"": 60, ""G35"": 27, ""G4o"": 33, ""GP"": 8}"
2,ru-en,it,cuda,15000,200,79.60745239257812,80.15237426757812,78.52532958984375,80.17803955078125,-0.544921875,1.082122802734375,0.69,"{""C3"": 51, ""C35"": 93, ""G35"": 4, ""G4o"": 36, ""GP"": 16}"
2,ru-en,tear,cuda,15000,200,79.92315673828125,80.70135498046875,78.6249771118164,80.74923706054688,-0.7781982421875,1.2981796264648438,0.65,"{""C3"": 73, ""C35"": 71, ""G35"": 21, ""G4o"": 29, ""GP"": 6}"
2,zh-en,it,cuda,15000,200,70.52017211914062,70.7402572631836,68.59211730957031,71.13445281982422,-0.22008514404296875,1.9280548095703125,0.715,"{""C3"": 58, ""C35"": 84, ""G35"": 9, ""G4o"": 42, ""GP"": 7}"
2,zh-en,tear,cuda,15000,200,70.50041198730469,71.90283966064453,68.54129028320312,71.97479248046875,-1.4024276733398438,1.9591217041015625,0.555,"{""C3"": 75, ""C35"": 45, ""G35"": 29, ""G4o"": 47, ""GP"": 4}"
3,de-en,it,cuda,15000,200,76.83811950683594,77.27710723876953,75.8310546875,77.46929931640625,-0.43898773193359375,1.0070648193359375,0.725,"{""C3"": 66, ""C35"": 98, ""G35"": 1, ""G4o"": 32, ""GP"": 3}"
3,de-en,tear,cuda,15000,200,76.62736511230469,77.38404846191406,75.412841796875,77.5422592163086,-0.756683349609375,1.2145233154296875,0.575,"{""C3"": 77, ""C35"": 61, ""G35"": 19, ""G4o"": 39, ""GP"": 4}"
3,en-de,it,cuda,15000,200,73.60322570800781,73.80809783935547,71.26420593261719,74.62203979492188,-0.20487213134765625,2.339019775390625,0.715,"{""C3"": 86, ""C35"": 86, ""G35"": 7, ""G4o"": 20, ""GP"": 1}"
3,en-de,tear,cuda,15000,200,75.50627899169922,76.54761505126953,72.77326965332031,76.84510803222656,-1.0413360595703125,2.7330093383789062,0.63,"{""C3"": 79, ""C35"": 53, ""G35"": 15, ""G4o"": 53, ""GP"": 0}"
3,en-he,it,cuda,15000,200,85.03250122070312,84.50730895996094,83.34127807617188,85.8603515625,0.5251922607421875,1.69122314453125,0.755,"{""C3"": 65, ""C35"": 102, ""G35"": 0, ""G4o"": 32, ""GP"": 1}"
3,en-he,tear,cuda,15000,200,86.64849853515625,87.28578186035156,84.5760498046875,87.46580505371094,-0.6372833251953125,2.07244873046875,0.71,"{""C3"": 50, ""C35"": 75, ""G35"": 10, ""G4o"": 55, ""GP"": 10}"
3,en-ru,it,cuda,15000,200,80.6337661743164,81.28279113769531,78.98091125488281,81.75302124023438,-0.6490249633789062,1.6528549194335938,0.73,"{""C3"": 63, ""C35"": 99, ""G35"": 1, ""G4o"": 36, ""GP"": 1}"
3,en-ru,tear,cuda,15000,200,81.69992065429688,82.64553833007812,79.02670288085938,82.9068832397461,-0.94561767578125,2.6732177734375,0.685,"{""C3"": 64, ""C35"": 64, ""G35"": 24, ""G4o"": 43, ""GP"": 5}"
3,en-zh,it,cuda,15000,200,70.69243621826172,71.33824920654297,69.1702880859375,71.58246612548828,-0.64581298828125,1.5221481323242188,0.79,"{""C3"": 56, ""C35"": 109, ""G35"": 3, ""G4o"": 29, ""GP"": 3}"
3,en-zh,tear,cuda,15000,200,72.07146453857422,72.86324310302734,70.03533935546875,73.16810607910156,-0.791778564453125,2.0361251831054688,0.66,"{""C3"": 66, ""C35"": 67, ""G35"": 14, ""G4o"": 44, ""GP"": 9}"
3,he-en,it,cuda,15000,200,81.5517807006836,82.06734466552734,79.02647399902344,82.27359008789062,-0.51556396484375,2.5253067016601562,0.685,"{""C3"": 61, ""C35"": 85, ""G35"": 13, ""G4o"": 35, ""GP"": 6}"
3,he-en,tear,cuda,15000,200,81.55587768554688,82.19093322753906,78.04129028320312,82.33609008789062,-0.6350555419921875,3.51458740234375,0.765,"{""C3"": 69, ""C35"": 61, ""G35"": 25, ""G4o"": 41, ""GP"": 4}"
3,ru-en,it,cuda,15000,200,79.59628295898438,80.15237426757812,78.52532958984375,80.17803955078125,-0.55609130859375,1.070953369140625,0.695,"{""C3"": 46, ""C35"": 106, ""G35"": 4, ""G4o"": 28, ""GP"": 16}"
3,ru-en,tear,cuda,15000,200,79.85064697265625,80.70135498046875,78.6249771118164,80.74923706054688,-0.8507080078125,1.2256698608398438,0.625,"{""C3"": 79, ""C35"": 69, ""G35"": 17, ""G4o"": 31, ""GP"": 4}"
3,zh-en,it,cuda,15000,200,70.62199401855469,70.7402572631836,68.59211730957031,71.13445281982422,-0.11826324462890625,2.029876708984375,0.735,"{""C3"": 63, ""C35"": 79, ""G35"": 7, ""G4o"": 42, ""GP"": 9}"
3,zh-en,tear,cuda,15000,200,70.85734558105469,71.90283966064453,68.54129028320312,71.97479248046875,-1.0454940795898438,2.3160552978515625,0.635,"{""C3"": 62, ""C35"": 51, ""G35"": 28, ""G4o"": 54, ""GP"": 5}"
4,de-en,it,cuda,15000,200,76.69921875,77.27710723876953,75.8310546875,77.46929931640625,-0.5778884887695312,0.8681640625,0.65,"{""C3"": 74, ""C35"": 86, ""G35"": 2, ""G4o"": 33, ""GP"": 5}"
4,de-en,tear,cuda,15000,200,76.3546371459961,77.38404846191406,75.412841796875,77.5422592163086,-1.0294113159179688,0.9417953491210938,0.525,"{""C3"": 64, ""C35"": 63, ""G35"": 20, ""G4o"": 44, ""GP"": 9}"
4,en-de,it,cuda,15000,200,73.37153625488281,73.80809783935547,71.26420593261719,74.62203979492188,-0.43656158447265625,2.107330322265625,0.67,"{""C3"": 79, ""C35"": 89, ""G35"": 7, ""G4o"": 24, ""GP"": 1}"
4,en-de,tear,cuda,15000,200,74.96477508544922,76.54761505126953,72.77326965332031,76.84510803222656,-1.5828399658203125,2.1915054321289062,0.535,"{""C3"": 77, ""C35"": 43, ""G35"": 19, ""G4o"": 61, ""GP"": 0}"
4,en-he,it,cuda,15000,200,85.0412368774414,84.50730895996094,83.34127807617188,85.8603515625,0.5339279174804688,1.6999588012695312,0.76,"{""C3"": 64, ""C35"": 96, ""G35"": 2, ""G4o"": 37, ""GP"": 1}"
4,en-he,tear,cuda,15000,200,86.5386962890625,87.28578186035156,84.5760498046875,87.46580505371094,-0.7470855712890625,1.962646484375,0.67,"{""C3"": 54, ""C35"": 66, ""G35"": 13, ""G4o"": 55, ""GP"": 12}"
4,en-ru,it,cuda,15000,200,80.60679626464844,81.28279113769531,78.98091125488281,81.75302124023438,-0.675994873046875,1.625885009765625,0.73,"{""C3"": 62, ""C35"": 94, ""G35"": 1, ""G4o"": 38, ""GP"": 5}"
4,en-ru,tear,cuda,15000,200,81.26252746582031,82.64553833007812,79.02670288085938,82.9068832397461,-1.3830108642578125,2.2358245849609375,0.57,"{""C3"": 75, ""C35"": 53, ""G35"": 28, ""G4o"": 43, ""GP"": 1}"
4,en-zh,it,cuda,15000,200,70.37004852294922,71.33824920654297,69.1702880859375,71.58246612548828,-0.96820068359375,1.1997604370117188,0.725,"{""C3"": 60, ""C35"": 101, ""G35"": 4, ""G4o"": 31, ""GP"": 4}"
4,en-zh,tear,cuda,15000,200,71.76801300048828,72.86324310302734,70.03533935546875,73.16810607910156,-1.0952301025390625,1.7326736450195312,0.585,"{""C3"": 62, ""C35"": 56, ""G35"": 28, ""G4o"": 46, ""GP"": 8}"
4,he-en,it,cuda,15000,200,81.4985580444336,82.06734466552734,79.02647399902344,82.27359008789062,-0.56878662109375,2.4720840454101562,0.725,"{""C3"": 61, ""C35"": 75, ""G35"": 13, ""G4o"": 38, ""GP"": 13}"
4,he-en,tear,cuda,15000,200,81.1929931640625,82.19093322753906,78.04129028320312,82.33609008789062,-0.9979400634765625,3.151702880859375,0.725,"{""C3"": 61, ""C35"": 62, ""G35"": 28, ""G4o"": 43, ""GP"": 6}"
4,ru-en,it,cuda,15000,200,79.58792114257812,80.15237426757812,78.52532958984375,80.17803955078125,-0.564453125,1.062591552734375,0.7,"{""C3"": 44, ""C35"": 86, ""G35"": 8, ""G4o"": 39, ""GP"": 23}"
4,ru-en,tear,cuda,15000,200,79.61807250976562,80.70135498046875,78.6249771118164,80.74923706054688,-1.083282470703125,0.9930953979492188,0.595,"{""C3"": 67, ""C35"": 56, ""G35"": 33, ""G4o"": 35, ""GP"": 9}"
4,zh-en,it,cuda,15000,200,70.60392761230469,70.7402572631836,68.59211730957031,71.13445281982422,-0.13632965087890625,2.011810302734375,0.72,"{""C3"": 62, ""C35"": 73, ""G35"": 10, ""G4o"": 43, ""GP"": 12}"
4,zh-en,tear,cuda,15000,200,70.61698913574219,71.90283966064453,68.54129028320312,71.97479248046875,-1.2858505249023438,2.0756988525390625,0.575,"{""C3"": 58, ""C35"": 55, ""G35"": 27, ""G4o"": 56, ""GP"": 4}"
5,de-en,it,cuda,15000,200,76.92301177978516,77.27710723876953,75.8310546875,77.46929931640625,-0.354095458984375,1.0919570922851562,0.72,"{""C3"": 73, ""C35"": 83, ""G35"": 2, ""G4o"": 37, ""GP"": 5}"
5,de-en,tear,cuda,15000,200,76.67510986328125,77.38404846191406,75.412841796875,77.5422592163086,-0.7089385986328125,1.26226806640625,0.6,"{""C3"": 57, ""C35"": 68, ""G35"": 23, ""G4o"": 43, ""GP"": 9}"
5,en-de,it,cuda,15000,200,73.3309097290039,73.80809783935547,71.26420593261719,74.62203979492188,-0.4771881103515625,2.0667037963867188,0.7,"{""C3"": 89, ""C35"": 86, ""G35"": 6, ""G4o"": 19, ""GP"": 0}"
5,en-de,tear,cuda,15000,200,75.2470932006836,76.54761505126953,72.77326965332031,76.84510803222656,-1.3005218505859375,2.4738235473632812,0.565,"{""C3"": 65, ""C35"": 61, ""G35"": 17, ""G4o"": 54, ""GP"": 3}"
5,en-he,it,cuda,15000,200,84.93878173828125,84.50730895996094,83.34127807617188,85.8603515625,0.4314727783203125,1.597503662109375,0.735,"{""C3"": 72, ""C35"": 89, ""G35"": 0, ""G4o"": 37, ""GP"": 2}"
5,en-he,tear,cuda,15000,200,86.49803924560547,87.28578186035156,84.5760498046875,87.46580505371094,-0.7877426147460938,1.9219894409179688,0.69,"{""C3"": 58, ""C35"": 60, ""G35"": 13, ""G4o"": 57, ""GP"": 12}"
5,en-ru,it,cuda,15000,200,80.50636291503906,81.28279113769531,78.98091125488281,81.75302124023438,-0.77642822265625,1.52545166015625,0.7,"{""C3"": 62, ""C35"": 94, ""G35"": 1, ""G4o"": 39, ""GP"": 4}"
5,en-ru,tear,cuda,15000,200,81.74986267089844,82.64553833007812,79.02670288085938,82.9068832397461,-0.8956756591796875,2.7231597900390625,0.645,"{""C3"": 68, ""C35"": 61, ""G35"": 29, ""G4o"": 37, ""GP"": 5}"
5,en-zh,it,cuda,15000,200,70.45704650878906,71.33824920654297,69.1702880859375,71.58246612548828,-0.8812026977539062,1.2867584228515625,0.725,"{""C3"": 57, ""C35"": 106, ""G35"": 2, ""G4o"": 30, ""GP"": 5}"
5,en-zh,tear,cuda,15000,200,71.82887268066406,72.86324310302734,70.03533935546875,73.16810607910156,-1.0343704223632812,1.7935333251953125,0.63,"{""C3"": 66, ""C35"": 57, ""G35"": 22, ""G4o"": 46, ""GP"": 9}"
5,he-en,it,cuda,15000,200,81.69084167480469,82.06734466552734,79.02647399902344,82.27359008789062,-0.37650299072265625,2.66436767578125,0.725,"{""C3"": 57, ""C35"": 79, ""G35"": 14, ""G4o"": 41, ""GP"": 9}"
5,he-en,tear,cuda,15000,200,81.55608367919922,82.19093322753906,78.04129028320312,82.33609008789062,-0.6348495483398438,3.5147933959960938,0.745,"{""C3"": 69, ""C35"": 63, ""G35"": 29, ""G4o"": 30, ""GP"": 9}"
5,ru-en,it,cuda,15000,200,79.50621795654297,80.15237426757812,78.52532958984375,80.17803955078125,-0.6461563110351562,0.9808883666992188,0.68,"{""C3"": 47, ""C35"": 97, ""G35"": 3, ""G4o"": 34, ""GP"": 19}"
5,ru-en,tear,cuda,15000,200,79.98648071289062,80.70135498046875,78.6249771118164,80.74923706054688,-0.714874267578125,1.3615036010742188,0.655,"{""C3"": 66, ""C35"": 77, ""G35"": 18, ""G4o"": 34, ""GP"": 5}"
5,zh-en,it,cuda,15000,200,70.42435455322266,70.7402572631836,68.59211730957031,71.13445281982422,-0.3159027099609375,1.8322372436523438,0.71,"{""C3"": 54, ""C35"": 79, ""G35"": 11, ""G4o"": 45, ""GP"": 11}"
5,zh-en,tear,cuda,15000,200,70.50052642822266,71.90283966064453,68.54129028320312,71.97479248046875,-1.402313232421875,1.9592361450195312,0.605,"{""C3"": 72, ""C35"": 50, ""G35"": 24, ""G4o"": 49, ""GP"": 5}"
