pair,strategy,predictor_subset_size,reviewer_subset_size,predictor_models,reviewer_models,selected_bleurt,best_single_within_predictors,oracle_within_predictors,gain_vs_best_single_within_predictors
de-en,it,1,4,G35,G35;C3;C35;GP,67.6585303209722,67.6585303209722,67.6585303209722,0.0
de-en,it,1,4,G35,G4o;C3;C35;GP,67.6585303209722,67.6585303209722,67.6585303209722,0.0
de-en,it,1,5,G35,G35;G4o;C3;C35;GP,67.6585303209722,67.6585303209722,67.6585303209722,0.0
de-en,it,1,1,G4o,G35,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,1,G4o,G4o,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,1,G4o,C3,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,1,G4o,C35,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,1,G4o,GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,2,G4o,G35;G4o,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,2,G4o,G35;C3,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,2,G4o,G35;C35,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,2,G4o,G35;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,2,G4o,G4o;C3,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,2,G4o,G4o;C35,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,2,G4o,G4o;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,2,G4o,C3;C35,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,2,G4o,C3;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,2,G4o,C35;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,3,G4o,G35;G4o;C3,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,3,G4o,G35;G4o;C35,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,3,G4o,G35;G4o;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,3,G4o,G35;C3;C35,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,3,G4o,G35;C3;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,3,G4o,G35;C35;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,3,G4o,G4o;C3;C35,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,3,G4o,G4o;C3;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,3,G4o,G4o;C35;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,3,G4o,C3;C35;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,4,G4o,G35;G4o;C3;C35,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,4,G4o,G35;G4o;C3;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,4,G4o,G35;G4o;C35;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,4,G4o,G35;C3;C35;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,4,G4o,G4o;C3;C35;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,5,G4o,G35;G4o;C3;C35;GP,74.87520016729832,74.87520016729832,74.87520016729832,0.0
de-en,it,1,1,C3,G35,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,1,C3,G4o,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,1,C3,C3,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,1,C3,C35,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,1,C3,GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,2,C3,G35;G4o,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,2,C3,G35;C3,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,2,C3,G35;C35,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,2,C3,G35;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,2,C3,G4o;C3,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,2,C3,G4o;C35,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,2,C3,G4o;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,2,C3,C3;C35,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,2,C3,C3;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,2,C3,C35;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,3,C3,G35;G4o;C3,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,3,C3,G35;G4o;C35,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,3,C3,G35;G4o;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,3,C3,G35;C3;C35,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,3,C3,G35;C3;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,3,C3,G35;C35;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,3,C3,G4o;C3;C35,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,3,C3,G4o;C3;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,3,C3,G4o;C35;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,3,C3,C3;C35;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,4,C3,G35;G4o;C3;C35,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,4,C3,G35;G4o;C3;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,4,C3,G35;G4o;C35;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,4,C3,G35;C3;C35;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,4,C3,G4o;C3;C35;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,5,C3,G35;G4o;C3;C35;GP,75.83105716109276,75.83105716109276,75.83105716109276,0.0
de-en,it,1,1,C35,G35,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,1,C35,G4o,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,1,C35,C3,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,1,C35,C35,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,1,C35,GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,2,C35,G35;G4o,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,2,C35,G35;C3,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,2,C35,G35;C35,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,2,C35,G35;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,2,C35,G4o;C3,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,2,C35,G4o;C35,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,2,C35,G4o;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,2,C35,C3;C35,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,2,C35,C3;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,2,C35,C35;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,3,C35,G35;G4o;C3,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,3,C35,G35;G4o;C35,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,3,C35,G35;G4o;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,3,C35,G35;C3;C35,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,3,C35,G35;C3;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,3,C35,G35;C35;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,3,C35,G4o;C3;C35,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,3,C35,G4o;C3;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,3,C35,G4o;C35;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,3,C35,C3;C35;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,4,C35,G35;G4o;C3;C35,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,4,C35,G35;G4o;C3;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,4,C35,G35;G4o;C35;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,4,C35,G35;C3;C35;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,4,C35,G4o;C3;C35;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,5,C35,G35;G4o;C3;C35;GP,75.58123269677162,75.58123269677162,75.58123269677162,0.0
de-en,it,1,1,GP,G35,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,1,GP,G4o,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,1,GP,C3,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,1,GP,C35,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,1,GP,GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,2,GP,G35;G4o,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,2,GP,G35;C3,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,2,GP,G35;C35,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,2,GP,G35;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,2,GP,G4o;C3,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,2,GP,G4o;C35,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,2,GP,G4o;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,2,GP,C3;C35,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,2,GP,C3;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,2,GP,C35;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,3,GP,G35;G4o;C3,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,3,GP,G35;G4o;C35,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,3,GP,G35;G4o;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,3,GP,G35;C3;C35,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,3,GP,G35;C3;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,3,GP,G35;C35;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,3,GP,G4o;C3;C35,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,3,GP,G4o;C3;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,3,GP,G4o;C35;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,3,GP,C3;C35;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,4,GP,G35;G4o;C3;C35,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,4,GP,G35;G4o;C3;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,4,GP,G35;G4o;C35;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,4,GP,G35;C3;C35;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,4,GP,G4o;C3;C35;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,1,5,GP,G35;G4o;C3;C35;GP,59.943305157124996,59.943305157124996,59.943305157124996,0.0
de-en,it,2,1,G35;G4o,G35,70.91629904136062,74.87520016729832,75.27050727978349,-3.9589011259377003
de-en,it,2,1,G35;G4o,G4o,71.858083833009,74.87520016729832,75.27050727978349,-3.0171163342893124
de-en,it,2,1,G35;G4o,C3,71.46310757473111,74.87520016729832,75.27050727978349,-3.4120925925672054
de-en,it,2,1,G35;G4o,C35,71.31472490355372,74.87520016729832,75.27050727978349,-3.5604752637445927
de-en,it,2,1,G35;G4o,GP,72.04499698057771,74.87520016729832,75.27050727978349,-2.8302031867206097
de-en,it,2,2,G35;G4o,G35;G4o,73.37299670651555,74.87520016729832,75.27050727978349,-1.5022034607827663
de-en,it,2,2,G35;G4o,G35;C3,72.93265052512288,74.87520016729832,75.27050727978349,-1.942549642175436
de-en,it,2,2,G35;G4o,G35;C35,73.16954283043742,74.87520016729832,75.27050727978349,-1.7056573368608952
de-en,it,2,2,G35;G4o,G35;GP,73.71293798461556,74.87520016729832,75.27050727978349,-1.1622621826827526
de-en,it,2,2,G35;G4o,G4o;C3,73.2324516363442,74.87520016729832,75.27050727978349,-1.6427485309541225
de-en,it,2,2,G35;G4o,G4o;C35,73.68210512772202,74.87520016729832,75.27050727978349,-1.193095039576292
de-en,it,2,2,G35;G4o,G4o;GP,73.80482074990869,74.87520016729832,75.27050727978349,-1.0703794173896313
de-en,it,2,2,G35;G4o,C3;C35,73.66276514902711,74.87520016729832,75.27050727978349,-1.2124350182712078
de-en,it,2,2,G35;G4o,C3;GP,73.43316728249192,74.87520016729832,75.27050727978349,-1.4420328848063946
de-en,it,2,2,G35;G4o,C35;GP,73.96746710315347,74.87520016729832,75.27050727978349,-0.9077330641448498
de-en,it,2,3,G35;G4o,G35;G4o;C3,74.02257274463773,74.87520016729832,75.27050727978349,-0.8526274226605892
de-en,it,2,3,G35;G4o,G35;G4o;C35,74.42618933692575,74.87520016729832,75.27050727978349,-0.44901083037257195
de-en,it,2,3,G35;G4o,G35;G4o;GP,74.51624310389161,74.87520016729832,75.27050727978349,-0.35895706340670586
de-en,it,2,3,G35;G4o,G35;C3;C35,74.30944589152932,74.87520016729832,75.27050727978349,-0.5657542757689953
de-en,it,2,3,G35;G4o,G35;C3;GP,74.20158857479692,74.87520016729832,75.27050727978349,-0.6736115925014019
de-en,it,2,3,G35;G4o,G35;C35;GP,74.74788695946336,74.87520016729832,75.27050727978349,-0.12731320783495903
de-en,it,2,3,G35;G4o,G4o;C3;C35,74.3272361792624,74.87520016729832,75.27050727978349,-0.5479639880359173
de-en,it,2,3,G35;G4o,G4o;C3;GP,74.3432803787291,74.87520016729832,75.27050727978349,-0.531919788569212
de-en,it,2,3,G35;G4o,G4o;C35;GP,74.76023656502366,74.87520016729832,75.27050727978349,-0.1149636022746563
de-en,it,2,3,G35;G4o,C3;C35;GP,74.69452855363488,74.87520016729832,75.27050727978349,-0.18067161366343498
de-en,it,2,4,G35;G4o,G35;G4o;C3;C35,74.75704938545823,74.87520016729832,75.27050727978349,-0.11815078184008598
de-en,it,2,4,G35;G4o,G35;G4o;C3;GP,74.78693279996514,74.87520016729832,75.27050727978349,-0.08826736733317375
de-en,it,2,4,G35;G4o,G35;G4o;C35;GP,75.07440927997231,74.87520016729832,75.27050727978349,0.19920911267399788
de-en,it,2,4,G35;G4o,G35;C3;C35;GP,74.90190595760942,74.87520016729832,75.27050727978349,0.0267057903110981
de-en,it,2,4,G35;G4o,G4o;C3;C35;GP,74.94679582491517,74.87520016729832,75.27050727978349,0.07159565761685371
de-en,it,2,5,G35;G4o,G35;G4o;C3;C35;GP,75.1541732288897,74.87520016729832,75.27050727978349,0.2789730615913868
de-en,it,2,1,G35;C3,G35,71.40937530249357,75.83105716109276,76.12133213877678,-4.421681858599186
de-en,it,2,1,G35;C3,G4o,72.26317261531949,75.83105716109276,76.12133213877678,-3.5678845457732677
de-en,it,2,1,G35;C3,C3,72.23503856360912,75.83105716109276,76.12133213877678,-3.596018597483635
de-en,it,2,1,G35;C3,C35,71.94919023662806,75.83105716109276,76.12133213877678,-3.8818669244647026
de-en,it,2,1,G35;C3,GP,72.3397123850882,75.83105716109276,76.12133213877678,-3.491344776004553
de-en,it,2,2,G35;C3,G35;G4o,74.0353265851736,75.83105716109276,76.12133213877678,-1.7957305759191513
de-en,it,2,2,G35;C3,G35;C3,73.84807600080967,75.83105716109276,76.12133213877678,-1.9829811602830887
de-en,it,2,2,G35;C3,G35;C35,73.96231818944216,75.83105716109276,76.12133213877678,-1.8687389716506004
de-en,it,2,2,G35;C3,G35;GP,74.323037981987,75.83105716109276,76.12133213877678,-1.5080191791057587
de-en,it,2,2,G35;C3,G4o;C3,74.0846011787653,75.83105716109276,76.12133213877678,-1.7464559823274612
de-en,it,2,2,G35;C3,G4o;C35,74.47765535116196,75.83105716109276,76.12133213877678,-1.3534018099308014
de-en,it,2,2,G35;C3,G4o;GP,74.23674881830812,75.83105716109276,76.12133213877678,-1.5943083427846432
de-en,it,2,2,G35;C3,C3;C35,74.65793359279633,75.83105716109276,76.12133213877678,-1.1731235682964325
de-en,it,2,2,G35;C3,C3;GP,74.1918135881424,75.83105716109276,76.12133213877678,-1.6392435729503632
de-en,it,2,2,G35;C3,C35;GP,74.72988602519035,75.83105716109276,76.12133213877678,-1.1011711359024048
de-en,it,2,3,G35;C3,G35;G4o;C3,74.8907167762518,75.83105716109276,76.12133213877678,-0.9403403848409653
de-en,it,2,3,G35;C3,G35;G4o;C35,75.29605826735497,75.83105716109276,76.12133213877678,-0.534998893737793
de-en,it,2,3,G35;C3,G35;G4o;GP,75.17352020740509,75.83105716109276,76.12133213877678,-0.6575369536876678
de-en,it,2,3,G35;C3,G35;C3;C35,75.28611245751381,75.83105716109276,76.12133213877678,-0.544944703578949
de-en,it,2,3,G35;C3,G35;C3;GP,75.03959304094315,75.83105716109276,76.12133213877678,-0.7914641201496124
de-en,it,2,3,G35;C3,G35;C35;GP,75.56560611724854,75.83105716109276,76.12133213877678,-0.265451043844223
de-en,it,2,3,G35;C3,G4o;C3;C35,75.17389199137688,75.83105716109276,76.12133213877678,-0.6571651697158813
de-en,it,2,3,G35;C3,G4o;C3;GP,75.18272379040718,75.83105716109276,76.12133213877678,-0.6483333706855774
de-en,it,2,3,G35;C3,G4o;C35;GP,75.54383900761604,75.83105716109276,76.12133213877678,-0.2872181534767151
de-en,it,2,3,G35;C3,C3;C35;GP,75.49707573652267,75.83105716109276,76.12133213877678,-0.3339814245700836
de-en,it,2,4,G35;C3,G35;G4o;C3;C35,75.60813307762146,75.83105716109276,76.12133213877678,-0.22292408347129822
de-en,it,2,4,G35;C3,G35;G4o;C3;GP,75.6203353703022,75.83105716109276,76.12133213877678,-0.21072179079055786
de-en,it,2,4,G35;C3,G35;G4o;C35;GP,75.90669846534729,75.83105716109276,76.12133213877678,0.07564130425453186
de-en,it,2,4,G35;C3,G35;C3;C35;GP,75.70921954512596,75.83105716109276,76.12133213877678,-0.12183761596679688
de-en,it,2,4,G35;C3,G4o;C3;C35;GP,75.76221024990082,75.83105716109276,76.12133213877678,-0.06884691119194031
de-en,it,2,5,G35;C3,G35;G4o;C3;C35;GP,75.9743540585041,75.83105716109276,76.12133213877678,0.14329689741134644
de-en,it,2,1,G35;C35,G35,71.22122766822577,75.58123269677162,75.87185126543045,-4.3600050285458565
de-en,it,2,1,G35;C35,G4o,72.06338020041585,75.58123269677162,75.87185126543045,-3.517852496355772
de-en,it,2,1,G35;C35,C3,72.12314312160015,75.58123269677162,75.87185126543045,-3.4580895751714706
de-en,it,2,1,G35;C35,C35,72.07137245684862,75.58123269677162,75.87185126543045,-3.5098602399230003
de-en,it,2,1,G35;C35,GP,72.18917456641793,75.58123269677162,75.87185126543045,-3.392058130353689
de-en,it,2,2,G35;C35,G35;G4o,73.87442015111446,75.58123269677162,75.87185126543045,-1.706812545657158
de-en,it,2,2,G35;C35,G35;C3,73.60134522616863,75.58123269677162,75.87185126543045,-1.9798874706029892
de-en,it,2,2,G35;C35,G35;C35,73.8488017693162,75.58123269677162,75.87185126543045,-1.7324309274554253
de-en,it,2,2,G35;C35,G35;GP,74.13238883018494,75.58123269677162,75.87185126543045,-1.4488438665866852
de-en,it,2,2,G35;C35,G4o;C3,73.91891266405582,75.58123269677162,75.87185126543045,-1.6623200327157974
de-en,it,2,2,G35;C35,G4o;C35,74.36628744006157,75.58123269677162,75.87185126543045,-1.2149452567100525
de-en,it,2,2,G35;C35,G4o;GP,74.07421252503991,75.58123269677162,75.87185126543045,-1.5070201717317104
de-en,it,2,2,G35;C35,C3;C35,74.48392650485039,75.58123269677162,75.87185126543045,-1.0973061919212341
de-en,it,2,2,G35;C35,C3;GP,74.05360981822014,75.58123269677162,75.87185126543045,-1.5276228785514832
de-en,it,2,2,G35;C35,C35;GP,74.5871456861496,75.58123269677162,75.87185126543045,-0.9940870106220245
de-en,it,2,3,G35;C35,G35;G4o;C3,74.69814245402813,75.58123269677162,75.87185126543045,-0.8830902427434921
de-en,it,2,3,G35;C35,G35;G4o;C35,75.08156874775887,75.58123269677162,75.87185126543045,-0.49966394901275635
de-en,it,2,3,G35;C35,G35;G4o;GP,75.04746997356415,75.58123269677162,75.87185126543045,-0.5337627232074738
de-en,it,2,3,G35;C35,G35;C3;C35,75.05741283297539,75.58123269677162,75.87185126543045,-0.5238198637962341
de-en,it,2,3,G35;C35,G35;C3;GP,74.82953110337257,75.58123269677162,75.87185126543045,-0.7517015933990479
de-en,it,2,3,G35;C35,G35;C35;GP,75.34439730644226,75.58123269677162,75.87185126543045,-0.23683539032936096
de-en,it,2,3,G35;C35,G4o;C3;C35,75.00334006547928,75.58123269677162,75.87185126543045,-0.5778926312923431
de-en,it,2,3,G35;C35,G4o;C3;GP,75.02108407020569,75.58123269677162,75.87185126543045,-0.5601486265659332
de-en,it,2,3,G35;C35,G4o;C35;GP,75.3616356253624,75.58123269677162,75.87185126543045,-0.21959707140922546
de-en,it,2,3,G35;C35,C3;C35;GP,75.30069354176521,75.58123269677162,75.87185126543045,-0.2805391550064087
de-en,it,2,4,G35;C35,G35;G4o;C3;C35,75.38662552833557,75.58123269677162,75.87185126543045,-0.19460716843605042
de-en,it,2,4,G35;C35,G35;G4o;C3;GP,75.4328542649746,75.58123269677162,75.87185126543045,-0.1483784317970276
de-en,it,2,4,G35;C35,G35;G4o;C35;GP,75.67638581991196,75.58123269677162,75.87185126543045,0.09515312314033508
de-en,it,2,4,G35;C35,G35;C3;C35;GP,75.49294826388359,75.58123269677162,75.87185126543045,-0.088284432888031
de-en,it,2,4,G35;C35,G4o;C3;C35;GP,75.56027510762215,75.58123269677162,75.87185126543045,-0.020957589149475098
de-en,it,2,5,G35;C35,G35;G4o;C3;C35;GP,75.75252982974052,75.58123269677162,75.87185126543045,0.1712971329689026
de-en,it,2,1,G35;GP,G35,68.58390032500029,67.6585303209722,70.75230476260185,0.9253700040280819
de-en,it,2,1,G35;GP,G4o,69.3131654150784,67.6585303209722,70.75230476260185,1.6546350941061974
de-en,it,2,1,G35;GP,C3,68.89209534227848,67.6585303209722,70.75230476260185,1.2335650213062763
de-en,it,2,1,G35;GP,C35,69.76263845711946,67.6585303209722,70.75230476260185,2.1041081361472607
de-en,it,2,1,G35;GP,GP,69.29517558589578,67.6585303209722,70.75230476260185,1.6366452649235725
de-en,it,2,2,G35;GP,G35;G4o,69.7419278472662,67.6585303209722,70.75230476260185,2.083397526293993
de-en,it,2,2,G35;GP,G35;C3,69.42023627460003,67.6585303209722,70.75230476260185,1.7617059536278248
de-en,it,2,2,G35;GP,G35;C35,70.01447997242212,67.6585303209722,70.75230476260185,2.3559496514499187
de-en,it,2,2,G35;GP,G35;GP,69.89259606599808,67.6585303209722,70.75230476260185,2.234065745025873
de-en,it,2,2,G35;GP,G4o;C3,69.94558356702328,67.6585303209722,70.75230476260185,2.287053246051073
de-en,it,2,2,G35;GP,G4o;C35,70.27267986536026,67.6585303209722,70.75230476260185,2.614149544388056
de-en,it,2,2,G35;GP,G4o;GP,70.04283181205392,67.6585303209722,70.75230476260185,2.3843014910817146
de-en,it,2,2,G35;GP,C3;C35,70.36281165480614,67.6585303209722,70.75230476260185,2.704281333833933
